gede,besar
inporit,importir
nyari,cari
toped,tokopedia
tiktod,tiktok
dst,dan seterusnya
kek,seperti
kyk,seperti
keknya,seperti
kl,kalau
nnt,nanti
tokped,tokopedia
dunk,dong
yha,ya
njir,anjir
menarique,menarik
medsos,media sosial
negoro,negara
ora,tidak
masi,masih
sokan,belagak
gx,tidak
amrik,amerika
tik tok,tiktok
jng,jangan
n,dan
d,di
sopi,shopee
shope,shopee
fb,facebook
ig,instagram
donk,dong
shoppe,shopee
scra,secara
sj,saja
petegas,petugas
gak,tidak
smsm,sama-sama
commerce,ecommerce
e commerce,ecommerce
alloh,allah
moga,semoga
ayok,ayo
abis,habis
aammmiiinn,aamiin
aaminn,aamiin
aamiinn,aamiin
aj,saja
aja,saja
alatalat,alat
akn,akan
ads,iklan
aka,akan
alesany,alasan
algol,algoritma
adlh,adalah
aje,saja
akademesi,akademisi
ama,sama
abis,habis
amiiiinnnn,aamiin
amiiin,aamiin
amiin,aamiin
aminnnn,aamiin
oren,oranye
orenge,oranye
orange,oranye
ngebahas,bahas
utk,untuk
btuh,butuh
anjrot,anjir
jalang,jalan
mf,maaf
trima ksi,terimakasih
dsmpkn,disampaikan
dmkn,demikian
diahub,dishub
srlslu,selalu
kamj,kami
kel,kelurahan
kec,kecamatan
pmerintah,pemerintah
rmh,rumah
jm,jam
gg,gang
tok ped,tokopedia
to ped,tokopedia
mksh,terimakasih
membw,membawa
mnyusahkn ,menyusahkan
slnjutx,selanjutnya
mlihat,melihat
ksulitan ,kesulitan
blum,belum
tlon,tolong
trima ksih,terimakasih
kebtulan ,kebetulan 
khusu,khusus
sgr,segera
kmrn,kemarin
oerbaikan,perbaikan
msk,masuk
karn,karena
smoga,semoga
krja,kerja
krjaan,kerjaan
mngajukan,mengajukan
pngjuan,pengajuan
kwatir,khawatir
d,di
sttus,status
dbanding,dibanding
kesulita,kesulitan
mmbutuhkn,membutuhkan 
samapi,sampai
tplong,tolong
trim,terimakasih
klass,kelas
class,kelas
koprasi,koperasi
hnya,hanya
yautu,yaitu
earga,warga
mff,maaf
sebenrnya,sebenarnya
warong,warung
prmilik,pemilik
met,selamat
maap,maaf
mrndapatkan,mendapatkan
on line,online
sat set wet wet,cepat
sat set,cepat
bamjirrrrrrrrr,banjir
dftr,daftar
